Model,Train MAE (sklearn),Val MAE (sklearn),Train MSE (sklearn),Val MSE (sklearn),MAE (cell-eval),DES (cell-eval),PDS (cell-eval)
elasticnet,0.2798±0.0000,0.2798±0.0002,0.1794±0.0000,0.1794±0.0002,0.0388±0.0002,0.0139±0.0005,0.5074±0.0002
